M	1598	0.8436866998672485
M	1599	0.4453655481338501
M	1541	0.6110186576843262
M	1542	0.4977031946182251
M	1540	0.8175957798957825
M	1538	0.06107807159423828
M	1539	0.811743974685669
M	1536	0.8834774494171143
M	1537	0.24598991870880127
M	1534	0.26602840423583984
M	1535	0.6397607326507568
M	1532	0.31691861152648926
M	1533	0.9492881894111633
M	1552	0.2847578525543213
M	1553	0.5041869282722473
M	1550	0.09642654657363892
M	1551	0.24097412824630737
M	1549	0.397108256816864
M	1547	0.8806203007698059
M	1548	0.8263887166976929
M	1545	0.9902009963989258
M	1546	0.2914416790008545
M	1543	0.3846514821052551
M	1544	0.6664572954177856
M	1520	0.7500346302986145
M	1516	0.018933773040771484
M	1517	0.30228734016418457
M	1514	0.7641140818595886
M	1515	0.5220560431480408
M	1512	0.0038014650344848633
M	1513	0.7388545274734497
M	1510	0.09469056129455566
M	1511	0.23838967084884644
M	1518	0.014808297157287598
M	1519	0.9257174730300903
M	1530	0.9512630105018616
M	1531	0.7876949906349182
M	1527	0.6485071182250977
M	1528	0.906903088092804
M	1525	0.5580490827560425
M	1526	0.9626106023788452
M	1523	0.035968661308288574
M	1524	0.11723482608795166
M	1521	0.116688072681427
M	1522	0.2471466064453125
M	1529	0.7803711295127869
M	1585	0.13971930742263794
M	1586	0.44232797622680664
M	1583	0.781269371509552
M	1584	0.8215828537940979
M	1581	0.9007126092910767
M	1582	0.8786091208457947
M	1580	0.9772425293922424
M	1578	0.155164897441864
M	1579	0.512950599193573
M	1576	0.5859134197235107
M	1577	0.16211599111557007
M	1596	0.3970981240272522
M	1597	0.02311605215072632
M	1594	0.5297335386276245
M	1595	0.7801690101623535
M	1592	0.7626616954803467
M	1593	0.15461987257003784
M	1590	0.5254403948783875
M	1591	0.308302104473114
M	1589	0.43954408168792725
M	1587	0.27819764614105225
M	1588	0.757436215877533
M	1563	0.269661545753479
M	1564	0.7933725118637085
M	1561	0.8914059400558472
M	1562	0.03565627336502075
M	1560	0.9326122999191284
M	1558	0.7009345293045044
M	1559	0.7698950171470642
M	1556	0.19722247123718262
M	1557	0.2631201148033142
M	1554	0.30560874938964844
M	1555	0.17332518100738525
M	1574	0.0379830002784729
M	1575	0.9713588953018188
M	1572	0.01470094919204712
M	1573	0.37998735904693604
M	1570	0.7655507326126099
M	1571	0.5237429738044739
M	1569	0.8839164972305298
M	1567	0.7977185845375061
M	1568	0.5157487392425537
M	1565	0.44854283332824707
M	1566	0.0751296877861023
