M	1598	0.4442916810512543
M	1599	0.0
M	1541	0.0
M	1542	0.199960857629776
M	1540	0.0
M	1538	0.0
M	1539	0.16662758588790894
M	1536	0.0
M	1537	0.0
M	1534	0.39054030179977417
M	1535	0.24996083974838257
M	1532	0.0
M	1533	0.0
M	1552	0.0
M	1553	0.0
M	1550	0.0
M	1551	0.0
M	1549	0.0
M	1547	0.0
M	1548	0.0
M	1545	0.0
M	1546	0.0
M	1543	0.0
M	1544	0.0
M	1520	0.0
M	1516	0.0
M	1517	0.0
M	1514	0.0
M	1515	0.2946620285511017
M	1512	0.4235352873802185
M	1513	0.0
M	1510	0.0
M	1511	0.0
M	1518	0.28275787830352783
M	1519	0.0
M	1530	0.0
M	1531	0.54597008228302
M	1527	0.11996868252754211
M	1528	0.29996082186698914
M	1525	0.0
M	1526	0.16460463404655457
M	1523	0.32889002561569214
M	1524	0.4125954508781433
M	1521	0.26813697814941406
M	1522	0.18548157811164856
M	1529	0.31814754009246826
M	1585	0.0
M	1586	0.0
M	1583	0.0
M	1584	0.0
M	1581	0.0
M	1582	0.0
M	1580	0.0
M	1578	0.0
M	1579	0.0
M	1576	0.0
M	1577	0.0
M	1596	0.0
M	1597	0.2918745279312134
M	1594	0.27674490213394165
M	1595	0.0
M	1592	0.4196227788925171
M	1593	0.0
M	1590	0.0
M	1591	0.23332029581069946
M	1589	0.0
M	1587	0.0
M	1588	0.0
M	1563	0.0
M	1564	0.0
M	1561	0.0
M	1562	0.0
M	1560	0.0
M	1558	0.2999870181083679
M	1559	0.0
M	1556	0.3454943001270294
M	1557	0.0
M	1554	0.0
M	1555	0.24493464827537537
M	1574	0.0
M	1575	0.0
M	1572	0.0
M	1573	0.0999607965350151
M	1570	0.0
M	1571	0.0
M	1569	0.0
M	1567	0.0
M	1568	0.0
M	1565	0.0
M	1566	0.0
F	1544	0.0
F	1545	0.0
F	1542	0.0
F	1543	0.0
F	1540	0.6046808958053589
F	1541	0.0
F	1539	0.0
F	1537	0.4228110909461975
F	1538	0.30002039670944214
F	1535	0.2500436305999756
F	1536	0.0
F	1555	0.0
F	1556	0.0
F	1553	0.42472779750823975
F	1554	0.39400458335876465
F	1551	0.0
F	1552	0.0
F	1550	0.0
F	1548	0.0
F	1549	0.10004234313964844
F	1546	0.0
F	1547	0.0
F	1522	0.2972949147224426
F	1523	0.0
F	1520	0.0
F	1521	0.5602893829345703
F	1519	0.0
F	1517	0.0
F	1518	0.49978411197662354
F	1515	0.0
F	1516	0.1552586555480957
F	1513	0.20004236698150635
F	1514	0.38023144006729126
F	1533	0.0
F	1534	0.32840627431869507
F	1531	0.0
F	1532	4.238091787556186E-5
F	1530	0.0
F	1528	0.30004239082336426
F	1529	0.37901759147644043
F	1526	0.0
F	1527	1.412703568348661E-5
F	1524	0.0
F	1525	0.0
F	1580	0.0
F	1581	0.0
F	1588	0.10004240274429321
F	1589	0.30004239082336426
F	1586	0.0
F	1587	0.0
F	1584	0.0
F	1585	0.10004214942455292
F	1582	0.0
F	1583	0.0
F	1579	0.0
F	1591	0.0
F	1592	0.0
F	1590	0.10004240274429321
F	1599	0.0
F	1597	0.0
F	1598	0.4479145407676697
F	1595	0.0
F	1596	0.0
F	1593	0.0
F	1594	0.5387481451034546
M	1505	0.0
M	1506	0.0
M	1503	0.0
M	1504	0.3917931318283081
M	1501	0.43108928203582764
M	1502	0.0
M	1500	0.0
M	1509	0.0
M	1507	0.0
M	1508	0.0
F	1566	0.0
F	1567	0.0
F	1564	0.0
F	1565	0.0
F	1562	0.0
F	1563	0.0
F	1560	0.3688125014305115
F	1561	0.0
F	1559	0.0
F	1557	0.0
F	1558	0.0
F	1570	0.0
F	1577	0.0
F	1578	0.1000419557094574
F	1575	0.0
F	1576	0.0
F	1573	0.0
F	1574	0.0
F	1571	0.0
F	1572	0.0
F	1568	0.0
F	1569	0.0
F	1500	0.0
F	1501	0.3695073127746582
F	1511	0.34875452518463135
F	1512	0.0
F	1510	0.0
F	1508	0.1000211089849472
F	1509	0.0
F	1506	0.3956676125526428
F	1507	0.0
F	1504	0.0
F	1505	0.0
F	1502	0.0
F	1503	0.47139209508895874
M	1662	0.0
M	1663	0.0
M	1660	0.0
M	1661	0.0
M	1659	0.0
M	1657	0.0
M	1658	0.0
M	1655	0.0
M	1656	0.0
M	1653	0.0
M	1654	0.0
M	1673	0.0
M	1674	0.0
M	1671	0.0
M	1672	0.0
M	1670	0.0
M	1668	0.0
M	1669	0.0
M	1666	0.0
M	1667	0.0
M	1664	0.3985961079597473
M	1665	0.0
M	1640	0.0
M	1641	0.0
M	1637	0.0
M	1638	0.0
M	1635	0.0
M	1636	0.0
M	1633	0.0
M	1634	0.0
M	1631	0.0
M	1632	0.0
M	1639	0.0
M	1651	0.0
M	1652	0.0
M	1650	0.0
M	1648	0.0
M	1649	0.0
M	1646	0.26526352763175964
M	1647	0.0
M	1644	0.0
M	1645	0.0
M	1642	0.0
M	1643	0.0
M	1682	0.0
M	1680	0.0
M	1681	0.0
M	1679	0.12384460866451263
M	1677	0.0
M	1678	0.0
M	1675	0.0
M	1676	0.0
F	1665	4.238093242747709E-5
F	1666	4.238093242747709E-5
F	1663	0.20744764804840088
F	1664	0.10004235804080963
F	1661	4.238094697939232E-5
F	1662	0.11309017986059189
F	1660	0.0
F	1658	0.33897143602371216
F	1659	0.0
F	1656	4.238093242747709E-5
F	1657	0.0
F	1676	0.0
F	1677	0.0
F	1674	0.0
F	1675	0.0
F	1672	0.0
F	1673	4.238094697939232E-5
F	1670	0.1303393840789795
F	1671	4.238093242747709E-5
F	1669	0.27194082736968994
F	1667	4.238093242747709E-5
F	1668	4.2380939703434706E-5
F	1643	0.44869548082351685
F	1644	2.1190491679590195E-5
F	1641	4.238094697939232E-5
F	1642	0.42562347650527954
F	1640	4.238091787556186E-5
F	1638	0.3752537965774536
F	1639	4.238091787556186E-5
F	1636	4.238091787556186E-5
F	1637	4.238091787556186E-5
F	1634	4.238091787556186E-5
F	1635	4.238091787556186E-5
F	1654	0.0
F	1655	0.0
F	1652	0.39992815256118774
F	1653	0.0
F	1650	4.238091787556186E-5
F	1651	4.238091787556186E-5
F	1649	0.1851499080657959
F	1647	0.3053444027900696
F	1648	4.238091787556186E-5
F	1645	4.238091787556186E-5
F	1646	0.3213781714439392
M	1615	0.33608585596084595
M	1616	0.0
M	1613	0.17613747715950012
M	1614	0.0
M	1611	0.0
M	1612	0.36877870559692383
M	1610	0.41040652990341187
M	1619	0.0
M	1617	0.0
M	1618	0.5622677803039551
M	1630	0.0
M	1626	0.0
M	1627	0.0
M	1624	0.0
M	1625	0.2761298418045044
